Date,SPY_Return,QQQ_Return,XLE_Return,GLD_Return,TLT_Return
2005-01-03,,,,,
2005-01-04,-0.0122945837283431,-0.0183964126056847,-0.0051588365186735,-0.0065298453177332,-0.0105352473665504
2005-01-05,-0.006924793353941,-0.0062080427900653,-0.0043195545115183,-0.0016392348746523,0.0053378112029598
2005-01-06,0.0050712782320895,-0.0049425399619074,0.0171672836826367,-0.0122613336388917,0.0006797992532099
2005-01-07,-0.0014342895024631,0.0052018147884016,-0.0079744321891069,-0.0073818972454184,0.0022614977722063
2005-01-10,0.0047171052601414,-0.0005190817249689,0.0074077464611903,0.0026256276964856,0.0015801730001304
2005-01-11,-0.0069143913992628,-0.0070315291497041,0.0014177423349227,0.0061786870044951,0.0058466134001125
2005-01-12,0.0032942640026137,0.0083287286005762,0.0174205946678591,0.0091970793519843,0.0013441107205244
2005-01-13,-0.0080439842833754,-0.013307410561053,0.006663639513421,0.0,0.009582494297958
2005-01-14,0.0052572663664895,0.0094119181908429,0.0088152222284182,-0.0065944371176744,-0.0001119355614824
2005-01-18,0.0103484200726841,0.0075180303701259,0.0098256024227043,0.0,0.0033224362830576
2005-01-19,-0.0105179232632459,-0.0166671205072709,-0.0035371792035652,-0.0014188078686102,0.0028694474604959
2005-01-20,-0.006109043714005,-0.0193560603491054,-0.0101354228046752,-0.0002366186671027,0.0019822019939273
2005-01-21,-0.0061464004973946,-0.0080646289977324,0.002200083640906,0.0115309353593855,0.0010989644213821
2005-01-24,-0.0019711342749568,-0.0141347969316968,0.0087528173883176,0.0007016437791639,0.0042760397152092
2005-01-25,0.0028271653204181,0.0049157052465671,0.0040765464250667,-0.0124692538072971,-0.0094542382834685
2005-01-26,0.0029901586822085,0.0119147552460486,0.0097167757072689,0.0105969894665193,0.0018755901156658
2005-01-27,0.001704670030094,-0.0013472855161558,0.0088243462476586,-0.0016410669918453,-0.0018755901156658
2005-01-28,0.0,-0.0048632999396606,-0.0120525105060054,0.0016410669918453,0.0100013809787454
2005-01-31,0.0061972386394509,0.0129172254578782,0.0117859376748601,-0.0110705972678686,0.0028396497171318
2005-02-01,0.0063272379167013,0.0032033280777589,0.0169008413492183,-0.0028463668889051,-0.0015888268592626
2005-02-02,0.0030228710744878,0.0015983008283701,0.0137825091871095,0.0014241961696689,0.0022994392446824
2005-02-03,-0.0026028102135357,-0.0115082689081909,0.0048950012280943,-0.0114504958468622,-0.0005466054683821
2005-02-04,0.0106197220460965,0.0160215409851967,0.0035916567588549,-0.0050511010728856,0.0138022605749056
2005-02-07,-0.001331821898326,-0.0021216702074032,-0.0066804948560656,-0.0048344488376878,0.0074199398604473
2005-02-08,0.0011653121335038,0.0018566629857697,0.0071930086564251,-0.0002423878935509,0.005661977878473
2005-02-09,-0.0075152589109687,-0.0168338187637203,-0.0017932063832788,0.0012111676893591,0.0026588446656869
2005-02-10,0.0035974318135327,0.0010772850001571,0.0270659201244279,0.0105948166446427,-0.0135843394919917
2005-02-11,0.0085654500146372,0.014695445731344,0.0086967757310827,0.0078731606462459,-0.0006465281094394
